Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP2,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_mean,-0.1217,0.1217,0.5217
IP2,pg,pg_child2_xto_prompt__10_1,-0.1208,0.1208,0.5247
IP2,pg,pg_child2__gen_get_val_15__1_1,-0.1181,0.1181,0.5344
IP2,pg,pg_sensor_UV Light_std,-0.1069,0.1069,0.5738
IP2,pg,pg_sensor_UV Elution_std,-0.1004,0.1004,0.5976
IP2,pg,pg_sensor_RunCalc_UV_DuringHarvest_max,-0.0983,0.0983,0.6054
IP2,pg,pg_sensor_PIC_I1_mean,-0.0917,0.0917,0.6297
IP2,pg,pg_child2_xto_cip_201__5_1,-0.0912,0.0912,0.6318
IP2,pg,pg_sensor_UV Elution_max,-0.0902,0.0902,0.6356
IP2,pg,pg_sensor_PIC_I1_max,0.0868,0.0868,0.6482
IP2,pg,pg_sensor_Accumulated Volume_mean,0.0867,0.0867,0.6486
IP2,pg,pg_sensor_RunCalc_UV_DuringHarvest_std,-0.0861,0.0861,0.6508
IP2,pg,pg_sensor_PI_A2_mean,0.0834,0.0834,0.6612
IP2,pg,pg_child2_xto_cip_201__4_1,-0.0828,0.0828,0.6634
IP2,pg,pg_child2_xto_common_20x__44_1,0.0823,0.0823,0.6654
IP2,pg,pg_child2_xto_common_20x__1_1,-0.0821,0.0821,0.6664
IP2,pg,pg_child2_xto_common_20x__43_1,-0.0793,0.0793,0.6772
IP2,pg,pg_child2_xto_control_20x__30_1,-0.0793,0.0793,0.6772
IP2,pg,pg_child2_xto_common_20x__16_1,-0.0785,0.0785,0.6801
IP2,pg,pg_sub_pc2,-0.0766,0.0766,0.6876
IP2,pg,pg_sensor_UV Light_mean,-0.073,0.073,0.7015
IP2,pg,pg_child2_xto_inlet_20x__4_1,-0.0721,0.0721,0.705
IP2,pg,pg_sensor_PIC_I1_min,-0.0719,0.0719,0.7057
IP2,pg,pg_sensor_PI_A2_std,-0.0718,0.0718,0.7063
IP2,pg,pg_child2_xto_prompt__4_1,-0.0717,0.0717,0.7065
IP2,pg,pg_child2_xto_inlet_20x__16_1,-0.0715,0.0715,0.7074
IP2,pg,pg_child2_xto_inline_201__6_1,-0.0715,0.0715,0.7074
IP2,pg,pg_child2_xto_control_20x__29_1,-0.0713,0.0713,0.7079
IP2,pg,pg_child2_xto_inline_201__9_1,-0.0701,0.0701,0.7129
IP2,pg,pg_child2_xto_cip_201__8_1,-0.0693,0.0693,0.7158
IP2,pg,pg_child2_xto_inlet_20x__13_1,-0.0693,0.0693,0.7158
IP2,pg,pg_child2_xto_outlet_20x__18_1,-0.0692,0.0692,0.7163
IP2,pg,pg_child2_xto_common_20x__12_1,-0.0691,0.0691,0.7168
IP2,pg,pg_child2_xto_prompt__16_1,-0.0685,0.0685,0.7189
IP2,pg,pg_child2_xto_common_20x__11_1,-0.0681,0.0681,0.7206
IP2,pg,pg_child2_xto_cip_201__2_1,-0.0679,0.0679,0.7216
IP2,pg,pg_child2_xto_outlet_20x__2_1,-0.0678,0.0678,0.7217
IP2,pg,pg_child1_op13_user_request_2_1,-0.0663,0.0663,0.7279
IP2,pg,pg_sensor_TA_O1_HETP_mean,0.0643,0.0643,0.7356
IP2,pg,pg_sensor_MT_I2_OUT_std,-0.0623,0.0623,0.7437
IP2,pg,pg_sensor_UV Elution_mean,-0.059,0.059,0.757
IP2,pg,pg_child2_xto_prompt__6_1,0.0554,0.0554,0.7713
IP2,pg,pg_child2_xto_common_20x__34_1,-0.0546,0.0546,0.7743
IP2,pg,pg_child2_xto_control_20x__19_1,-0.0546,0.0546,0.7743
IP2,pg,pg_child2_xto_common_20x__29_1,-0.0525,0.0525,0.7829
IP2,pg,pg_child2_xto_alarm_201__8_1,-0.0522,0.0522,0.7841
IP2,pg,pg_sensor_FIC_C11_mean,0.052,0.052,0.785
IP2,pg,pg_child2_xto_common_20x__41_1,-0.052,0.052,0.7848
IP2,pg,pg_child2_xto_control_20x__28_1,-0.052,0.052,0.7848
IP2,pg,pg_child2_xto_outlet_20x__14_1,0.0501,0.0501,0.7925
IP2,pg,pg_sensor_PIC_I1_std,-0.05,0.05,0.7932
IP2,pg,pg_child2_xto_prompt__1_1,0.05,0.05,0.7928
IP2,pg,pg_child2_xto_outlet_20x__12_1,-0.0493,0.0493,0.7958
IP2,pg,pg_sensor_XV-O1_ZSO_mean,0.0481,0.0481,0.8008
IP2,pg,pg_child2_xto_inline_201__11_1,-0.0467,0.0467,0.8062
IP2,pg,pg_child2_xto_inline_201__3_1,-0.0454,0.0454,0.8117
IP2,pg,pg_child2_xto_outlet_20x__7_1,-0.0454,0.0454,0.8117
IP2,pg,pg_child2_xto_common_20x__13_1,-0.0453,0.0453,0.8123
IP2,pg,pg_child2_xto_inlet_20x__8_1,-0.0453,0.0453,0.8123
IP2,pg,pg_child2_xto_control_20x__2_1,-0.0451,0.0451,0.8129
IP2,pg,pg_sensor_AI_A3_mean,0.0439,0.0439,0.8179
IP2,pg,pg_child2_xto_common_20x__28_1,-0.0438,0.0438,0.8182
IP2,pg,pg_child2_xto_control_20x__14_1,-0.0438,0.0438,0.8182
IP2,pg,pg_sensor_PIC_I1_OUT_mean,-0.0433,0.0433,0.8204
IP2,pg,pg_child2_xto_common_20x__21_1,-0.0389,0.0389,0.8384
IP2,pg,pg_child2_xto_control_20x__6_1,-0.0389,0.0389,0.8384
IP2,pg,pg_child2_xto_inline_201__5_1,-0.0389,0.0389,0.8384
IP2,pg,pg_child2_xto_inline_201__8_1,-0.038,0.038,0.8421
IP2,pg,pg_sensor_PI_A2_max,0.0365,0.0365,0.8483
IP2,pg,pg_child2_xto_outlet_20x__15_1,0.036,0.036,0.8501
IP2,pg,pg_sensor_AI_A1_max,-0.0355,0.0355,0.8522
IP2,pg,pg_sensor_TA_A2_ASYM_mean,0.0353,0.0353,0.8529
IP2,pg,pg_sensor_TA_A2_ASYM_min,0.0353,0.0353,0.8529
IP2,pg,pg_sensor_TA_A2_ASYM_max,0.0353,0.0353,0.8529
IP2,pg,pg_child2_xto_common_20x__40_1,-0.035,0.035,0.8544
IP2,pg,pg_child2_xto_control_20x__27_1,-0.035,0.035,0.8544
IP2,pg,pg_child2_xto_cip_201__7_1,-0.0348,0.0348,0.855
IP2,pg,pg_child2_xto_common_20x__39_1,-0.0347,0.0347,0.8554
IP2,pg,pg_child2_xto_control_20x__26_1,-0.0347,0.0347,0.8556
IP2,pg,pg_child2_xto_inlet_20x__12_1,-0.0347,0.0347,0.8556
IP2,pg,pg_child2_xto_cip_201__6_1,-0.0344,0.0344,0.8568
IP2,pg,pg_child2_xto_common_20x__38_1,-0.0344,0.0344,0.8568
IP2,pg,pg_child2_xto_common_20x__35_1,0.0343,0.0343,0.8573
IP2,pg,pg_child2_xto_control_20x__20_1,0.0343,0.0343,0.8573
IP2,pg,pg_child2_xto_control_20x__25_1,-0.0342,0.0342,0.8576
IP2,pg,pg_child2_xto_outlet_20x__17_1,-0.0342,0.0342,0.8576
IP2,pg,pg_child2_xto_common_20x__36_1,-0.0339,0.0339,0.859
IP2,pg,pg_child2_xto_control_20x__21_1,-0.0339,0.0339,0.8588
IP2,pg,pg_child2_xto_control_20x__23_1,-0.0339,0.0339,0.859
IP2,pg,pg_child2_xto_outlet_20x__16_1,-0.0339,0.0339,0.859
IP2,pg,pg_child2_xto_inlet_20x__19_1,-0.0331,0.0331,0.8621
IP2,pg,pg_child2_xto_common_20x__20_1,0.033,0.033,0.8626
IP2,pg,pg_child2_xto_control_20x__5_1,0.033,0.033,0.8624
IP2,pg,pg_child2_xto_inline_201__4_1,0.033,0.033,0.8624
IP2,pg,pg_child2_xto_common_20x__27_1,-0.0323,0.0323,0.8656
IP2,pg,pg_child2_xto_control_20x__13_1,-0.0323,0.0323,0.8656
IP2,pg,pg_child2_xto_inlet_20x__3_1,0.032,0.032,0.8669
IP2,pg,pg_child2_xto_control_20x__9_1,0.0312,0.0312,0.8701
IP2,pg,pg_child2_xto_inlet_20x__11_1,0.0312,0.0312,0.8701
IP2,pg,pg_sub_pc3,0.0306,0.0306,0.8724
IP2,pg,pg_sensor_PIC_I1_OUT_min,0.0299,0.0299,0.8752
IP2,pg,pg_child2_xto_common_20x__24_1,0.0298,0.0298,0.8757
IP2,pg,pg_child2_xto_outlet_20x__3_1,0.0275,0.0275,0.8852
IP2,pg,pg_child2_xto_outlet_20x__9_1,0.026,0.026,0.8914
IP2,pg,pg_sensor_TA_A2_HETP_mean,-0.0257,0.0257,0.8926
IP2,pg,pg_sensor_TA_A2_HETP_min,-0.0257,0.0257,0.8926
IP2,pg,pg_sensor_TA_A2_HETP_max,-0.0257,0.0257,0.8926
IP2,pg,pg_sensor_TI_A1_min,0.0251,0.0251,0.8951
IP2,pg,pg_sub_pc5,-0.0247,0.0247,0.8969
IP2,pg,pg_sensor_MT_I2_OUT_mean,0.0244,0.0244,0.8981
IP2,pg,pg_child2_xto_control_20x__8_1,-0.0242,0.0242,0.8992
IP2,pg,pg_child2_xto_inlet_20x__10_1,-0.0239,0.0239,0.9003
IP2,pg,pg_child2_xto_common_20x__23_1,-0.0238,0.0238,0.9007
IP2,pg,pg_child2_xto_prompt__12_1,0.0228,0.0228,0.9048
IP2,pg,pg_sensor_Accumulated Volume_min,0.0221,0.0221,0.9077
IP2,pg,pg_sensor_MT_I2_OUT_min,0.0221,0.0221,0.9078
IP2,pg,pg_sensor_XV-O1_ZSO_min,0.0221,0.0221,0.9077
IP2,pg,pg_sensor_MT_I1_OUT_min,0.022,0.022,0.908
IP2,pg,pg_child2_xto_control_20x__15_1,0.022,0.022,0.908
IP2,pg,pg_child2_xto_common_20x__32_1,0.0216,0.0216,0.9099
IP2,pg,pg_child2_xto_control_20x__7_1,0.0206,0.0206,0.9138
IP2,pg,pg_child2_xto_inlet_20x__6_1,0.0206,0.0206,0.9138
IP2,pg,pg_child2_xto_prompt__14_1,0.0206,0.0206,0.9139
IP2,pg,pg_sub_pc4,-0.0206,0.0206,0.914
IP2,pg,pg_child2_xto_outlet_20x__5_1,-0.0186,0.0186,0.9224
IP2,pg,pg_child2_xto_alarm_201__7_1,-0.0184,0.0184,0.9229
IP2,pg,pg_child2_xto_inline_201__16_1,-0.0184,0.0184,0.9229
IP2,pg,pg_sensor_AI_A2_max,-0.0181,0.0181,0.9245
IP2,pg,pg_sensor_UV Light_min,-0.0115,0.0115,0.9518
IP2,pg,pg_sensor_RunCalc_UV_DuringHarvest_min,-0.0105,0.0105,0.9562
IP2,pg,pg_child2_xto_prompt__15_1,0.0105,0.0105,0.9562
IP2,pg,pg_sensor_XV-O1_ZSO_std,-0.0099,0.0099,0.9586
IP2,pg,pg_sub_pc1,-0.0098,0.0098,0.9589
IP2,pg,pg_child2_xto_inline_201__12_1,-0.009,0.009,0.9624
IP2,pg,pg_child2_xto_common_20x__2_1,-0.0086,0.0086,0.9639
IP2,pg,pg_child2_xto_inline_201__13_1,0.008,0.008,0.9664
IP2,pg,pg_sensor_PIC_A1_max,0.0078,0.0078,0.9673
IP2,pg,pg_child2_xto_control_20x__10_1,-0.0077,0.0077,0.9676
IP2,pg,pg_child2_xto_common_20x__37_1,0.0069,0.0069,0.9713
IP2,pg,pg_child2_xto_control_20x__24_1,0.0069,0.0069,0.9713
IP2,pg,pg_child2_xto_outlet_20x__11_1,0.0069,0.0069,0.9713
IP2,pg,pg_child2_xto_control_20x__11_1,0.0067,0.0067,0.9719
IP2,pg,pg_child2_xto_inline_201__10_1,-0.006,0.006,0.9749
IP2,pg,pg_child2_xto_outlet_20x__4_1,-0.0057,0.0057,0.9763
IP2,pg,pg_child2_xto_common_20x__25_1,0.0056,0.0056,0.9765
IP2,pg,pg_child2_xto_cip_201__9_1,0.0041,0.0041,0.9829
IP2,pg,pg_child2_xto_inlet_20x__7_1,-0.004,0.004,0.9834
IP2,pg,pg_child2_xto_alarm_201__3_1,-0.0025,0.0025,0.9895
IP2,pg,pg_sensor_Accumulated Volume_max,0.0023,0.0023,0.9904
IP2,pg,pg_sensor_TI_A2_min,-0.0022,0.0022,0.9909
IP2,psv_global,GY_PSV - Purification factor,-0.5246,0.5246,0.0029
IP2,psv_global,GY_PSV - % elimination prot. [%],-0.5087,0.5087,0.0041
IP2,psv_global,PSV_020 PSV - Protein/dose (Lowry) [µg of pr,-0.4654,0.4654,0.0095
IP2,psv_global,GY_PSV - Ratio prot/Ag,-0.454,0.454,0.0117
IP2,psv_global,PSV_PSV - Flow average,-0.3519,0.3519,0.0565
IP2,psv_global,PSV_005 PSV - Ag content Elisa [DU/ml],0.3125,0.3125,0.0927
IP2,psv_global,PSV_PSV - Ag total,0.232,0.232,0.2174
IP2,psv_global,PSV_PSV - Volume ml [ml],-0.2297,0.2297,0.2221
IP2,psv_global,PSV_PSV - Filtration time [Minute],0.1409,0.1409,0.4578
IP2,psv_global,PSV_019 PSV - Protein by lowry [µg/ml],0.044,0.044,0.8173
IP2,psv_global,PSV_PSV - Prot total [mg],-0.0236,0.0236,0.9015
IP2,uf,UF_016 UF - Protein by Lowry [µg/ml],-0.4924,0.4924,0.0057
IP2,uf,UF_UF - Prot total [mg],-0.4649,0.4649,0.0096
IP2,uf,UF_PG - Volume injected ml [ml],0.3182,0.3182,0.0866
IP2,uf,UF_003 UF - Ag content Elisa [DU/ml],-0.3136,0.3136,0.0915
IP2,uf,UF_UF - Volume UFR ml [ml],0.2425,0.2425,0.1966
IP2,uf,UF_UF - Ag total,-0.1905,0.1905,0.3133
IP2,uf,UF_022 Clarif - pH,0.1672,0.1672,0.377
IP2,uf,UF_Clarif - % elimina. prot.tot [%],-0.1548,0.1548,0.4142
IP2,uf,UF_Clarif - Ratio prot/Ag,0.1514,0.1514,0.4245
IP2,uf,UF_Clarif - % elimination prot. [%],-0.1384,0.1384,0.4659
IP2,uf,UF_Clarif - Purification factor,-0.0225,0.0225,0.906
IP3,clarif,clarif_001 Ag cont Elisa virus cult [DU/ml],-0.3122,0.3122,0.0032
IP3,clarif,clarif_001 D5 16h-Cells count,0.2997,0.2997,0.0048
IP3,clarif,clarif_Duration cells pool transfer [Minute],0.2326,0.2326,0.0302
IP3,clarif,clarif_D3 8h-clarif. 2 Volume before [Liter],-0.212,0.212,0.0487
IP3,clarif,clarif_D3 8h-clarif. 2 Volume after [Liter],-0.2004,0.2004,0.0628
IP3,clarif,clarif_D3 8h-clarif. 2 Volume clarif [Liter],-0.1987,0.1987,0.065
IP3,clarif,clarif_014 Protein Lowry virus cult [µg/ml],-0.1883,0.1883,0.0808
IP3,clarif,clarif_Clarif 2 - Duration min [Minute],-0.1866,0.1866,0.0835
IP3,clarif,clarif_D4 AM-cell count Cell,-0.1748,0.1748,0.1053
IP3,clarif,clarif_Clarif 1 - Flow 100L (L/min),-0.1747,0.1747,0.1056
IP3,clarif,clarif_Vol medium transf day 5 [Liter],-0.1708,0.1708,0.1137
IP3,clarif,clarif_Vol medium transf day 4 [Liter],-0.1706,0.1706,0.1142
IP3,clarif,clarif_Vol medium transf day 3 [Liter],-0.1702,0.1702,0.1151
IP3,clarif,clarif_Nr fermentor,0.166,0.166,0.1245
IP3,clarif,clarif_D3 AM-cell count Cell,-0.16,0.16,0.1387
IP3,clarif,clarif_P142-Cells count,-0.1573,0.1573,0.1456
IP3,clarif,clarif_D5 8h-Cells count,0.135,0.135,0.2127
IP3,clarif,clarif_D0-Viability [%],-0.1116,0.1116,0.3035
IP3,clarif,clarif_Clarif 1 - Flow 200L (L/min),-0.109,0.109,0.3149
IP3,clarif,clarif_Clarif 1 - Duration [Minute],0.1079,0.1079,0.32
IP3,clarif,clarif_D1 WASH 10h-O2 flow rate [Nliter / hour],0.0886,0.0886,0.4145
IP3,clarif,clarif_Clarif 1 - Flow 340L (L/min),-0.0878,0.0878,0.4186
IP3,clarif,clarif_D3 8h-clarif. 1 Volume before [Liter],0.0835,0.0835,0.4422
IP3,clarif,clarif_D3 8h-clarif. 1 Volume clarif [Liter],0.0748,0.0748,0.491
IP3,clarif,clarif_D3 8h-clarif. 1 Volume after [Liter],-0.0705,0.0705,0.5165
IP3,clarif,clarif_D1 WASH 7h-Cells count CT,-0.0624,0.0624,0.5661
IP3,clarif,clarif_D0-Cells count,-0.0509,0.0509,0.6399
IP3,clarif,clarif_D3 8h-pH,-0.0286,0.0286,0.7924
IP3,clarif,clarif_D1 8h-Cells count,-0.0203,0.0203,0.8516
IP3,clarif,clarif_D1 WASH 7h-Cells count CF,0.0191,0.0191,0.8609
IP3,clarif,clarif_D2 8h-Cells count Cell,-0.0162,0.0162,0.8815
IP3,clarif,clarif_031 Clarif 1-Flow 300L (L/min),0.0091,0.0091,0.9335
IP3,clarif,clarif_D2 8h-NaOH consumption (ml) V,0.0068,0.0068,0.9499
IP3,clarif,clarif_D0 - Volume inoculum (ml),-0.0,0.0,1.0
IP3,deae,deae_child2_xto_alarm_201__8_1,0.4684,0.4684,0.0
IP3,deae,deae_child2_xto_inline_201__23_1,0.4562,0.4562,0.0
IP3,deae,deae_child2_xto_prompt__6_1,0.4534,0.4534,0.0
IP3,deae,deae_child2_xto_cip_201__11_1,0.4522,0.4522,0.0
IP3,deae,deae_child2_xto_common_20x__46_1,0.4522,0.4522,0.0
IP3,deae,deae_child2_xto_control_20x__16_1,0.4522,0.4522,0.0
IP3,deae,deae_child2_xto_inlet_20x__12_1,0.4522,0.4522,0.0
IP3,deae,deae_child2_xto_outlet_20x__10_1,0.4522,0.4522,0.0
IP3,deae,deae_sensor_UV Elution_mean,0.4146,0.4146,0.0001
IP3,deae,deae_sensor_Accumulated Volume_max,0.3912,0.3912,0.0002
IP3,deae,deae_sensor_Accumulated Volume_mean,0.386,0.386,0.0002
IP3,deae,deae_sensor_PIC_I1_mean,-0.3425,0.3425,0.0012
IP3,deae,DEAE_DEAE - volume HCl [ml],0.3346,0.3346,0.0015
IP3,deae,ev_pg_deae_up1_total_duration_h,0.3331,0.3331,0.0016
IP3,deae,ev_deae_up12_total_duration_h,0.3331,0.3331,0.0016
IP3,deae,deae_sensor_PI_A2_min,-0.3275,0.3275,0.002
IP3,deae,DEAE_PG - % elimination prot tot [%],-0.324,0.324,0.0022
IP3,deae,DEAE_PG - % elimination prot. [%],-0.3219,0.3219,0.0024
IP3,deae,deae_child2_xto_inline_201__19_1,0.3121,0.3121,0.0033
IP3,deae,deae_child2_xto_control_20x__33_1,0.312,0.312,0.0033
IP3,deae,deae_child2_xto_control_20x__21_1,0.3072,0.3072,0.0038
IP3,deae,deae_child2_xto_inlet_20x__19_1,0.3069,0.3069,0.0038
IP3,deae,deae_sensor_PIC_I1_OUT_mean,-0.3055,0.3055,0.004
IP3,deae,deae_child2_xto_common_20x__33_1,0.3049,0.3049,0.0041
IP3,deae,deae_child2_xto_cip_201__6_1,0.3012,0.3012,0.0046
IP3,deae,deae_child2_xto_common_20x__32_1,0.3012,0.3012,0.0046
IP3,deae,deae_sensor_PIC_I1_std,-0.2987,0.2987,0.0049
IP3,deae,ev_pg_deae_up5_std_duration_h,0.2942,0.2942,0.0057
IP3,deae,deae_sensor_FIC_C11_std,-0.2841,0.2841,0.0077
IP3,deae,deae_child2_xto_control_20x__25_1,0.2835,0.2835,0.0078
IP3,deae,deae_child2_xto_inline_201__22_1,0.2835,0.2835,0.0078
IP3,deae,deae_child2_xto_common_20x__49_1,0.2831,0.2831,0.0079
IP3,deae,deae_child2_xto_outlet_20x__19_1,0.2831,0.2831,0.0079
IP3,deae,DEAE_PG - Purification factor,0.2775,0.2775,0.0093
IP3,deae,deae_child2_xto_inlet_20x__9_1,0.2738,0.2738,0.0103
IP3,deae,deae_sensor_MT_I1_OUT_std,-0.2699,0.2699,0.0115
IP3,deae,deae_child2_xto_prompt__2_1,0.2685,0.2685,0.0119
IP3,deae,deae_child2_xto_control_20x__35_1,0.2664,0.2664,0.0126
IP3,deae,deae_child2_xto_outlet_20x__14_1,0.2657,0.2657,0.0129
IP3,deae,ev_pg_deae_up1_n_events,0.2652,0.2652,0.0131
IP3,deae,ev_deae_up12_n_events,0.2638,0.2638,0.0135
IP3,deae,deae_child2_xto_inline_201__15_1,0.2636,0.2636,0.0136
IP3,deae,deae_child2_xto_common_20x__14_1,0.2635,0.2635,0.0137
IP3,deae,deae_child2_xto_control_20x__3_1,0.2635,0.2635,0.0137
IP3,deae,deae_sensor_UV Elution_std,0.2508,0.2508,0.0191
IP3,deae,DEAE_DEAE - pH after adding,-0.2506,0.2506,0.0192
IP3,deae,deae_child2_xto_control_20x__34_1,0.2453,0.2453,0.022
IP3,deae,deae_sensor_MT_I1_OUT_max,-0.2439,0.2439,0.0228
IP3,deae,deae_sensor_PIC_I1_OUT_min,-0.2417,0.2417,0.0241
IP3,deae,deae_sensor_PIC_A1_max,-0.2412,0.2412,0.0244
IP3,deae,deae_sensor_RunCalc_UV_ForIntegral_v2_max,0.2393,0.2393,0.0256
IP3,deae,deae_sensor_PI_A2_max,-0.2385,0.2385,0.0261
IP3,deae,deae_sensor_PI_A2_mean,-0.2361,0.2361,0.0277
IP3,deae,deae_sensor_Accumulated Volume_std,0.2307,0.2307,0.0316
IP3,deae,DEAE_DEAE - Volume harvested ml [ml],-0.2268,0.2268,0.0347
IP3,deae,deae_sensor_PIC_I1_max,-0.2257,0.2257,0.0355
IP3,deae,ev_deae_up12_mean_duration_h,0.2154,0.2154,0.0451
IP3,deae,deae_sensor_AI_A3_min,0.215,0.215,0.0455
IP3,deae,deae_sensor_RunCalc_UV_DuringHarvest_std,0.2143,0.2143,0.0462
IP3,deae,ev_pg_deae_up1_mean_duration_h,0.2137,0.2137,0.0469
IP3,deae,ev_pg_deae_up1_max_duration_h,0.2135,0.2135,0.0471
IP3,deae,ev_deae_up12_max_duration_h,0.2135,0.2135,0.0471
IP3,deae,deae_child2_xto_common_20x__34_1,-0.2134,0.2134,0.0472
IP3,deae,deae_child2_xto_control_20x__19_1,-0.2134,0.2134,0.0472
IP3,deae,deae_child2_xto_outlet_20x__24_1,-0.2134,0.2134,0.0472
IP3,deae,deae_child2_xto_inlet_20x__6_1,-0.2127,0.2127,0.0479
IP3,deae,deae_child2_xto_prompt__12_1,0.2127,0.2127,0.0479
IP3,deae,deae_sensor_UV Light_std,0.2123,0.2123,0.0484
IP3,deae,deae_sensor_FIC_C11_mean,0.2103,0.2103,0.0506
IP3,deae,deae_child2_xto_control_20x__31_1,-0.2101,0.2101,0.0508
IP3,deae,deae_child2_xto_inline_201__16_1,-0.2101,0.2101,0.0508
IP3,deae,deae_child2_xto_outlet_20x__16_1,-0.2101,0.2101,0.0508
IP3,deae,deae_child2_xto_inlet_20x__17_1,-0.2088,0.2088,0.0523
IP3,deae,deae_child2_xto_prompt__16_1,-0.2076,0.2076,0.0537
IP3,deae,deae_child2_xto_common_20x__57_1,-0.2075,0.2075,0.0537
IP3,deae,deae_child2_xto_common_20x__37_1,0.2074,0.2074,0.0539
IP3,deae,deae_child2_xto_cip_201__7_1,0.2065,0.2065,0.055
IP3,deae,deae_sub_pc5,0.2045,0.2045,0.0575
IP3,deae,deae_sensor_PIC_I1_OUT_std,-0.2034,0.2034,0.0588
IP3,deae,deae_sensor_MT_I1_OUT_mean,-0.2006,0.2006,0.0624
IP3,deae,deae_child2_xto_inlet_20x__15_1,0.2003,0.2003,0.0628
IP3,deae,deae_sensor_PI_A2_std,-0.1995,0.1995,0.0639
IP3,deae,DEAE_018 DEAE - Max load prot/g Gel,0.1994,0.1994,0.0641
IP3,deae,deae_child2_xto_cip_201__2_1,0.1882,0.1882,0.0809
IP3,deae,deae_child2_xto_control_20x__24_1,0.188,0.188,0.0813
IP3,deae,deae_child2_xto_init_20x__3_1,-0.1879,0.1879,0.0814
IP3,deae,DEAE_DPV - pH M199,0.1865,0.1865,0.0838
IP3,deae,deae_sensor_RunCalc_UV_DuringHarvest_mean,0.1853,0.1853,0.0858
IP3,deae,deae_sensor_UV Light_mean,0.1752,0.1752,0.1046
IP3,deae,DEAE_DEAE - equilibration conducti [mS/cm],-0.1741,0.1741,0.1067
IP3,deae,deae_child2_xto_common_20x__11_1,0.1738,0.1738,0.1073
IP3,deae,deae_child2_xto_common_20x__15_1,0.1718,0.1718,0.1117
IP3,deae,deae_sub_pc1,-0.1717,0.1717,0.1117
IP3,deae,deae_child2_xto_control_20x__23_1,-0.1712,0.1712,0.1129
IP3,deae,deae_child2_xto_outlet_20x__15_1,-0.1708,0.1708,0.1137
IP3,deae,deae_child2_xto_inlet_20x__16_1,-0.1707,0.1707,0.114
IP3,deae,deae_child2_xto_inline_201__27_1,-0.1707,0.1707,0.114
IP3,deae,deae_child2_xto_cip_201__5_1,-0.17,0.17,0.1154
IP3,deae,deae_child2_xto_alarm_201__6_1,-0.1683,0.1683,0.1192
IP3,deae,deae_child2_xto_common_20x__21_1,0.1653,0.1653,0.126
IP3,deae,deae_child2_xto_control_20x__6_1,0.1653,0.1653,0.126
IP3,deae,deae_sensor_TI_A1_std,0.1644,0.1644,0.1282
IP3,deae,deae_sub_pc2,0.1642,0.1642,0.1286
IP3,deae,deae_child2_xto_outlet_20x__26_1,0.1641,0.1641,0.1289
IP3,deae,deae_child2_xto_common_20x__50_1,0.1585,0.1585,0.1426
IP3,deae,deae_child2_xto_inline_201__17_1,0.1585,0.1585,0.1426
IP3,deae,deae_child2_xto_outlet_20x__2_1,0.1585,0.1585,0.1426
IP3,deae,deae_child2_xto_common_20x__28_1,-0.1563,0.1563,0.1483
IP3,deae,deae_child2_xto_init_20x__2_1,0.1547,0.1547,0.1525
IP3,deae,deae_child2_xto_alarm_201__5_1,-0.1523,0.1523,0.1589
IP3,deae,deae_child2_xto_outlet_20x__13_1,0.1487,0.1487,0.1692
IP3,deae,DEAE_DEAE - Stock duration pool PG,-0.1484,0.1484,0.1701
IP3,deae,deae_child2_xto_alarm_201__4_1,-0.1483,0.1483,0.1703
IP3,deae,deae_child2_xto_prompt__22_1,0.1479,0.1479,0.1717
IP3,deae,deae_child2_xto_common_20x__35_1,0.1477,0.1477,0.1721
IP3,deae,deae_child2_xto_inlet_20x__14_1,0.1473,0.1473,0.1735
IP3,deae,deae_child2_xto_control_20x__20_1,0.1472,0.1472,0.1735
IP3,deae,deae_child2_xto_inline_201__8_1,-0.1457,0.1457,0.178
IP3,deae,deae_child1_op12_batch_process_deae_1_1,-0.1445,0.1445,0.1816
IP3,deae,deae_sensor_FIC_C11_max,0.1434,0.1434,0.1851
IP3,deae,DEAE_DEAE - equilibration pH OUT,0.1416,0.1416,0.1907
IP3,deae,deae_sensor_AI_A1_max,-0.1415,0.1415,0.1911
IP3,deae,deae_sensor_AI_A1_min,0.1414,0.1414,0.1914
IP3,deae,deae_child2_xto_inlet_20x__20_1,-0.1413,0.1413,0.1917
IP3,deae,deae_child2_xto_prompt__4_1,-0.1408,0.1408,0.1935
IP3,deae,deae_child2_xto_inline_201__5_1,0.1391,0.1391,0.1987
IP3,deae,ev_pg_up4_n_events,0.1377,0.1377,0.2033
IP3,deae,deae_child2_xto_outlet_20x__3_1,0.1312,0.1312,0.2258
IP3,deae,deae_child2_xto_cip_201__9_1,0.1311,0.1311,0.2262
IP3,deae,deae_child2_xto_common_20x__40_1,0.1311,0.1311,0.2262
IP3,deae,deae_child2_xto_control_20x__27_1,0.1311,0.1311,0.2261
IP3,deae,deae_sub_pc3,0.1293,0.1293,0.2327
IP3,deae,deae_sensor_RunCalc_UV_DuringHarvest_min,-0.1287,0.1287,0.235
IP3,deae,deae_child2_xto_outlet_20x__7_1,0.1285,0.1285,0.2355
IP3,deae,deae_child2_xto_alarm_201__2_1,0.128,0.128,0.2374
IP3,deae,deae_child2_xto_control_20x__4_1,0.128,0.128,0.2374
IP3,deae,deae_child2_xto_inlet_20x__5_1,0.128,0.128,0.2374
